question,answer,custom_gpt2_answer,oob_gpt2_answer,cresults,oresults
can children be cared for at home if they have covid-19?,"children should be kept together with their parents or caregivers wherever possible. children with mild or moderate disease can be considered for home care if the home setting is suitable for the isolation and care of a covid-19 patient, if they are not obese, do not smoke, and do not have other conditions such as cardiovascular disease, diabetes mellitus, chronic lung disease, cancer, chronic kidney disease, or immunosuppression.caregivers of children with covid-19 should monitor for signs and symptoms of clinical deterioration requiring urgent re-evaluation. these include difficulty breathing/fast or shallow breathing (for infants: grunting, inability to breastfeed), blue lips or face, chest pain or pressure, new confusion, inability to awaken/not interacting when awake, inability to drink or keep down any liquids. if caregivers are suspected or have confirmed covid-19 infection, medical and non-medical factors must be taken into account due to the negative and possible long-term consequences of even a short period of family separation.community protection focal points and caseworkers should help families plan–in advance–agreements for the care of children in case the caregiver becomes ill.  children living with primary caregivers who are elderly, disabled or have underlying health conditions should be prioritized.","yes. the department of health has issued guidance on how to care specifically in homes and other long term supportive living facilities (fns) that are experiencing outbreaks, including those with confirmed or suspected cases relatedto sars cov 2(the virus responsible  disease 2019), coronavirus hku1/2019 novel strain first identified by who; https:://www2virginiahsprograms@healthproviderhomeervicesonline","yes. the cdc has issued guidance on caring and care of sick people with suspected or confirmed coronavirus disease 2019 (covv) in schools, hospitals/medicaids facilities where there is a shortage to provide services such as nursing homes; public health clinics that are open but do not offer healthcare delivery options due shortages); community mentalhealth centers which may need additional staff who will work from their own time when available during this pandemic period – including those providing social distancing programs like nycc's child development program). the department also recommends parents should consider having childcare provided by an adult relative within 6 feet distance between themselves while away school hours so caregivers cannot spread infection through shared spaces without being exposed directly into others' lives!",0.7833952903747559,0.8047398328781128
wash or sanitize your hands afterwards.,"even if you did not touch any buttons, it may still be a good idea to clean your hands.  that way, anything you did accidentally touch will likely not pose a threat to your health and safety.
consider doing this after using the stairs or escalators as well.","if you have a fever, cough and shortness of breath (fever), then use an alcohol-based hand sanitizer that contains at least 60% ethylenediamine sodium hypochlorite to cleanse the surface with soapy water for 20 seconds before rinsing it off completely; after cleaning up any visibly dirty surfaces in between uses such as doorknobs/hand sanitizers containing 70–95%. this is especially important when handling food items like fruits & vegetables from farms where there are no other sources available due diligence requirements on how much chlorine has been added during spraying soaking them away and washing their dishes thoroughly afterward! ""if possible avoid touching anything outside these areas immediately following disinfection by disinfecting high intensity disinfectant products including detergentes used frequently throughout cooking processes—suchas dishwashing stations followed closely behind counters). also consider using household cleaners which can be effective against virusesexternal icon because they kill 99·9%, 95%),99%)of all germs produced through contact lens rubbing while making sure only one person touches every part within each meal table area remains safe until proper application occurs again – even though epa’s guidance states “the product should not replace human consumption habits unless indicated otherwise under certain circumstances”","if you have a fever, cough and shortness of breath after touching the face with an object that is contaminated by germs (such as alcohol), then use soap to clean them immediately afterward before washing their mouths again! this will help prevent spread from other people who are sick while they're cleaning up droplets on surfaces like toilet paper; towels/pipes used for handwashing); wipes in sinks where there's no disinfectant available such items should be washed thoroughly soapy water doesn't touch any surface during handling these products until it has been completely dried out using warm bleach solution containing at least 60% ethanol-based detergent mixed together according to manufacturer instructions",0.816185712814331,0.8303571343421936
make homemade toys if you want to do something crafty.,"even if you don’t have money to spend on new pet supplies, you may be able to reuse old materials as pet toys. for example, you can tie strips of fleece through the holes of a rubber sink mat to make a snuffle mat for dogs and cats to sniff around in. you can also sew small fleece pillows with some catnip inside to keep cats entertained. 
if you don’t have time to make toys, you can also buy them from a pet store or online.","while it may be tempting for people with disabilities, they can still find ways that help them feel more connected and engaged in their daily activities during the outbreak of covid-19 (and even better when we all stay home). try making a fun scavenger hunt or playing board game online instead! ""for instance, put on your favorite stuffed animal by hand at an event where everyone will have one another's table so kids won't get too close together before playdates are over. this way children don’t need any extra physical contact as much anymore than usual because there is no other place near anyone who has trouble keeping six feet apart from each others' family members—especially since many playgrounds remain closed due partly outstretched under social distancing guidelines — but also helps keep some distance between yourself/childrens whenever possible saoirse rotting outside someone else is important; however not every child needs anything special right now like toilet paper bags?","there are many different types of handmade crafts, but the most popular is a doll or toy that looks like it was made by someone who has never worked with dolls before and can't remember how they came together in one place (like making an old fashioned mask). some people have created their own masks for themselves using hand-made materials such as cardboard cutouts from fabric scraps; others use plastic bags filled out into tiny pieces called ""pipes"" which allow them more room inside than traditional ones so each piece fits snugly on your face without being too big!  you could also create any kind icon—a simple crossbow drawn over cloth paper towels would be perfect.)",0.8164759874343872,0.8352774977684021
"our institution has closed the lab for all but maintenance activities at this time. while we understand that charges for salaries, animal care, and other expenses may be allowable during this closure, will additional funds (e.g. from administrative supplements) be made available to support the lost time?","nih understands the effect of closures on the progress of nih-funded research. recipients affected by covid-19 should contact the funding ic to discuss the progress on the specific award and identify potential solutions.while institutes and centers plan, based on availability of funding, to issue administrative supplements when absolutely necessary, it is clear that for the vast majority of grantees, supplement requests in the next 2-3 months would be premature. we therefore recommend that institutions hold off on submitting covid19-related administrative supplement requests until such time as (1) the full impacts of the pandemic on your research are clear, and (2) you have had the chance to discuss the various options with the relevant nih staff and you have agreed that an administrative supplement is the best option for your project.there are two exceptions. the exceptions to this recommendation are for (1) supplements to existing projects that will allow investigators to immediately address scientific questions of direct relevance to the covid19 epidemic, and (2) supplements that are needed to address immediate, mission critical needs over the next 3 months. investigators who believe they meet these exceptions should raise these issues with their program officers or grants management specialists prior to submitting such requests.",nih grants are not required under any applicable law or regulations of a state where there is an active covid-19 outbreak in your community including as determined by local health officials; however recipients must submit their request within 10 business days prior written notification received through email with information on how they can apply online here/. if you have questions about funding availability please contact us directly via eadvocacy@njhhsaestoppfaqsternal icon if possible using direct messageemailirsnycexternal link,no new funding is being provided by us or any of its partners in connection with covid-19 related services as a result due solely because there are ongoing operational challenges associated on campus including staffing shortages; increased demand among staff members who have not yet been trained properly through their training programs/training materials); insufficient resources allocated within existing facilities such capacity limitations resulting primarily outages caused when personnel cannot perform work remotely via telework arrangements which require them temporarily offsite prior approval before returning home without authorization under applicable state law(s).,0.7986435294151306,0.7990534901618958
what are the lab protocols for identifying the virus in food? on surfaces?,"as food has not been implicated in the transmission of covid-19, testing of food or food surfaces for this virus is not recommended. frequent cleaning of food contact surfaces with virucidal disinfectants such as 0.05% sodium hypochlorite (naclo) or products based on ethanol (at least 70%) should be carried out. alcohol-based disinfectants (ethanol, propan-2-ol, propan-1-ol) have been shown to significantly reduce infectivity of enveloped viruses like sars-cov-2, in concentrations of 70-80% with one-minute exposure time. chlorine-based disinfectants (sodium hypochlorite) are effective for surface decontamination, as are disinfectants with active ingredients based on quaternary ammonium compounds (quats).","cdc recommends that people who have been exposed to a person with covid-19 should be isolated and tested. if you develop symptoms, contact your healthcare provider or local public health department right away so they can take steps possible before going home (e., self quarantine) from work until 14 days after exposure has ended; otherwise follow all recommended precautions to prevent spreading illness during this time period including washing hands often throughout their shift as well when feasiblesewhere availablecdc also provides information about how many workers may become sick at any given point of day based upon known exposures ""and whether there is an outbreak within one workplace where employees were working priori would encourage employers/employees not only regarding current infection rates but other factors suchas absenteeism rate among essential personnel&�when determining which workplaces must close due diligence efforts will need additional consideration related*the number neededmust include worker screening measures performed by each facility using validated methodsif applicableosha guidance documentshow long it takes”(s): https//www1infoenfdaresourcescovidactuaries@njhhsinfection prevention & control website","laboratories should use a combination of laboratory-based and nonlab based methods to identify viruses that may be present. these include, but aren't limited only (e) testing or isolation procedures; screening tests using validated serology/pharmacy techniques such as polymerase chain reaction analysis with antibodies against sars2 coronavirus type 1(s1c), which is known not just from human studies alone because it has been shown by many other animal models including murine influenza vaccine trials); detection through direct contact tracing via telemedicines at sites where transmission occurs between individuals who have recently traveled outside their home country due to covid19 infection prevention measures like quarantine precautions during travel restrictions related  outbreaks",0.7923140525817871,0.8036292791366577
how do i know when it is safe for patients to discontinue home isolation?,"as of july 20, persons with covid-19 who have symptoms and were directed to care for themselves at home may discontinue isolation under the following conditions:
at least 10 days* have passed since symptom onset and 
at least 24 hours have passed since resolution of fever without the use of fever-reducing medications and 
other symptoms have improved

a limited number of persons with severe illness may produce replication-competent virus beyond 10 days, that may warrant extending duration of isolation for up to 20 days after symptom onset. consider consultation with infection control experts.
read the full cdc guidance. there is separate guidance for immunocompromised patients.","the centers of disease control and prevention (cdc) has released guidance on home isolation. this includes recommendations regarding whether you should be tested, what testing options are available in your community or if there may need additional support from a healthcare provider who can help with that decision-making process as well—for example by providing information about where tests might have been used during an outbreak situation suchas covid 19; identifying people at high risk based upon their age group's health status while also caring seriously ill individuals); determining which symptoms could warrant hospitalization due solely because they had contact within 6 feet between them prior infection without knowing these signs before being admitted into hospital so long after illness onset – including those suspected but not confirmed cases requiring medical attention/treatment under investigation through telehealth services provided via telephone calls rather than face visits using telemedicine technology created specifically designed against coronavirus infectionsexternal icon[1 ]. please see cdc’s considerations page here(pdf). ""if possible only one person needs care right away - someone else will likely require more time off work depending primarily around other household members' illnesses like diabetes mellitus exacerbationirapagees”","the cdc has issued guidance on home isolation and other measures that may be necessary in order not only prevent transmission of covid-19 but also protect against spread. these include, among others; limiting contact with people who have been exposed or are suspected infected by a person known as an ""uncontaminated"" (i.,e.) household member without symptoms from exposure such infection(s), including those living alone at least 6 feet away while caring about someone else within 5 meters distance if they were previously isolated during this time period due solely because their health condition was compromised through prolonged illness/disability related exposures); requiring all persons aged 60 years old – 65 yrs 2–14 months older than themselves before returning safely after being hospitalized regardless whether there had recently passed testing positive based upon self examination results)",0.8068051338195801,0.8091400861740112
"can concerts, spectator sports or other entertainment events take place in phase 2?","entertainment and professional sports events at large venues may take place so they can be broadcast to the public, but spectators are subject to the mass gathering limit. professional entertainers, athletes, coaches, performers, support staff and broadcast staff will not count toward the mass gathering limit. employees and other workers at facilities where entertainment events occur also will not count toward the mass gathering limit. venue operators allowing such events must follow specific public health requirements.","yes. concert venues and arenas may reopen indoor spaces for spectators at 50 percent capacity with social distancing requirements (e., 6 feet of distance between individuals).  the following businesses are allowed to open their doors on july 15th under executive order no 157; however gatherings must be limited by 25 people per six-foot physical space rule✔ – including any group gathering that is not within this limit as defined below); outdoor performances should only occur indoors if they have been organised outdoors where there has never before required proofption from a patron who does so would inhibit such conduct< ""    an individual performing arts activity poses minimal risk because it involves close contact while exercising outside without restriction/limiting movement around large areas like stadiumsand conference roomsindoor live audiences will still need approval prior registration via electronic means during permit applications processto attend religious services online through telephone banking using secure messaging apps when possible[1) music festivals remain closed until further notice*(2), but these activities cannot resume after september 30 - december 31st 2020",yes. the cdc has issued guidance for concert and outdoor activities that are not part of a stage-based event (such as live music performances) to ensure they comply with all applicable federal regulations regarding venue occupancy requirements related specifically at this time; however these guidelines do apply only if there is an emergency situation where performance will be disrupted due solely because it would compromise public health by disrupting social distancing from others who may have been exposed during such disruption(s).,0.8192179203033447,0.8348702192306519
when will caf travel restrictions be eased to match provincial/regional restrictions? what are the domestic and international travel restrictions that apply to the defence team for both duty and travel?,"domestic travel matching what is permitted in a member's respective province or territory has been authorized since 15 may 20, with the exception of personnel assigned under op laser. domestic travel outside of a member's local area must be authorized through the leave pass procedure.  please refer to para 6.a.(26)(a)xi. of frag order 007 to cds tasking order 001 – op laser 20-10 for more information on accepted travel as well as restrictions for personnel assigned under op laser.","all provinces have announced their own plans, which may change as circumstances evolve. please check with your local government or national health authority on any changes in these policies at this time (for more information about specific countries’ covid-19 cases). if you must enter a country by land if it is not within canada's mandatory 14 days of self quarantine upon arrival into another partof our nation - such travelers should continue following public safety measures outlined above including wearing face coverings while outside; limiting group sizes indoors where social distancing cannot maintain six feet from others wherever practicable); maintaining physical distance between yourself through signage reminding people who do arrive via private vehicles how they can stay safe during transport without sharing food utensils / towels provided throughout transportation ""    until further notice – travellers arriving home after entering an area designated under level 3(3) could still spread infection even though there has been no community transmission reported so far! individuals returning back onto canadian soil also need additional precautions before travelling abroad because        anyone coming off flights poses greater risk than nonresidents traveling internationally due diligence requirements relating only one person per","in accordance with cdc guidance, all foreign nationals travelling on or after 1st of april 2020 should wear a face covering. this includes those who have travelled from one country (e.,g.) where there is no evidence they pose an imminent threat; persons traveling through remote areas such as covid-19 countries including some within close proximity between individuals living together at home); people returning via transit routes outside their own borders if it would not allow them access into other parts’s transport network(i) but do intend only temporarily enter another part's supply chain during normal business hours due shortages associatedwith these measures",0.8025474548339844,0.8080265522003174
create a single team to manage operations through the crisis.,"during any crisis situation, communication is of the utmost importance to ensure that everyone in your business is on the same page. if you have a relatively small business, your team may simply consist of people who already managed operations. for larger businesses, keep the team to 5 to 7 people. 
arrange for the team to meet regularly and keep their operations transparent for the rest of the organization. using google docs or a similar program will help the team share information easily.","you can use your existing resources and expertise in different fields, such as engineering or accounting (e., finance), but it's important that they are aligned with what is needed for each task at hand during this time of uncertainty due covid-19 pandemicdue diligence on all aspects including financial statements/results sheets; how long will these efforts last?""if there isn't enough work available right now to support employees' transition into new ways while working remotely from home—and if so many people remain unemployed because their jobs have been reduced by business closures related specifically coronavirus disease 2019(covid 19) — then consider hiring an employee who has experience across multiple industries within one industry instead based upon those experiences alone! ","if you have an office or facility, it's important that everyone in your organization is on board with this plan and will work together as one unit for managing all of our business activities at once (e-commerce). we're going out there every day working from home so make sure everybody has access when they need help getting things done!",0.8196278810501099,0.858994722366333
how can i cope with all the panic buying and not being able to get items i need because the stores are half empty?,"stores will restock their shelves, so just be patient and keep trying until you get what you need. it can help to go to stores early in the day, especially if they restock overnight.","if you have a grocery store, pharmacy or other retail outlet that is closed due of covid-19 related reasons (such as an employee who has been diagnosed but does no longer require hospitalization), call your local food bank. they may be available 24/7 for any essential needs in their area so long before going out shopping at this time! ""if possible reach another place where there isn't enough toilet paper on hand—or use it safely during these times when social distancing measures might prevent people from getting outside by themselves; however supplies will likely continue flowing through shops until further notice). you should also check online resources about what's happening around them hereowning information like which products customers buy first while others shop next door using curbside pickup options instead – including whether some retailers offer delivery services suchas amazon prime now accepts orders via mobile devices rather than mailing those ordered directly into home deliveries since many shoppers don’t want contact between each person inside one space socially distant distances apart","you should be aware that many of these closures will occur in a few weeks, so it is important for everyone who needs your goods or services. if there's any confusion about what types (or sizes) they're offering at this time – please contact us immediately! we'll work closely together as well on our website where customers may find information from local authorities regarding their shopping options available online through different retailers suchas supermarkets; pharmacies/retailers like b&b shops & drugstores); grocery store chains including chain restaurants / convenience delivery companies etc., while also providing free food service via phone calls by emailing customer care@covid-19alertsincollectivehealthcareserviceservicesystemworkshopsandfda/.",0.829697847366333,0.8268174529075623
do you have to have a fever to have covid-19?,"while a fever is a common symptom of having a covid-19 infection, this isn't always the case. research on those who have had the virus in china show that people experienced a fever in 88% of cases, leaving 12% of those with the infection not experiencing a fever. (information sourced from: professor sanjaya senanayake, the conversation, march 20, 2020)","yes, if your temperature is above 100.4°c or higher and the person has been in close contact with someone who tested positive for coronavirus disease 2019 (covid‑10), they may be considered high risk of getting sick from this virus because their symptoms are similar across age groups—for example those over 60 years old; people aged 65–74yearss without health problems such as diabetes mellitus that put them at greater potential exposure than others); older adults living alone residing together where there isn’t enough space between each other can also become infected by touching an object on which no one else could touch it safely during these timescales include household members caring responsibilities while ill but not sharing bathrooms/rooms etc., children under 2 year olds attending school outside schools whose parents must provide care when using shared facilities like playground equipment cannot attend classes remotelyand students being taught through distance learning via radio stations (eod) rather then online lessons onlyin addition we recommend keeping up regular hand hygiene practices including washing hands frequently throughout all day after eating food preparation[1). maintain good respiratory protection against virusesexternal icon coughing into elbow muscles should always remain part ways whenever possible so avoid direct","yes, the virus that causes coronavirus disease 2019 (covv) is spread through coughing or sneezing. coughs and droplets can be deadly if they land on your face; however it's not known how long this illness lasts in people who are sick with sars2 infection but don't show symptoms of any other respiratory illnesses like pneumonia due from flu related viruses such as cholera/choline bronchoalveolar lung cancer). there has been no evidence for transmission between individuals infected by these two common cold infections at home since early spring 2020 when we first reported cases among patients hospitalized after being exposed during an outbreak against influenza A1 pandemic near hong kien province north east China city where several hundred persons were confirmed ill following exposure events including hospitalization resulting deaths caused mainly because their immune system was damaged while caring about others’drafted viral particles into tissues containing them.""",0.7895029783248901,0.8134390711784363
are children more at-risk?,"information about covid-19 in children is somewhat limited, but the information that is available suggests that children with confirmed covid-19 generally had mild symptoms. person-to-person spread from or to children, as among adults, is thought to occur mainly via respiratory droplets produced when an infected person coughs, sneezes, or talks.  recent studies indicate that people who are infected but do not have symptoms likely also play a role in the spread of covid-19.
however, a small percentage of children have been reported to have more severe illness. despite lower risk of serious illness, children with covid-19-like symptoms should avoid contact with older adults and people of any age who may be at higher risk for severe illness from covid-19.","the risk of severe illness from covid 19 increases with age. however, it is not clear whether this increased severity in young people means that they have a higher chance for getting very sick than older adults or those who live alone (such as grandparents). children under 18 years old and anyone over 65years plus should take extra precautions to prevent spreading infection while out on public transport if possible; wear disposable gloves when handling shared items such like food/food utensils etc., avoid touching their eyesight after eating themselfseparately disposeof used tissues immediately before cleaning hands often without washing your face covering","the number of confirmed cases in this outbreak is increasing, and there has been a significant increase since early summer. the most recent data from coronavirus disease control (cdc) shows that among adults aged 15 to 19 years old who were infected with covid19 during their first week on earth or after they had traveled for 14 days prior – about 1% increased risk compared wtih age group 2–4; however these numbers do not include those younger than 18 yrs., which means older people may have higher rates as well because many others might be exposed by themselves while still young enough so it's important we keep an eye out! 

a study published recently found no evidence supporting any link between exposure before birth but rather suggested some association was observed when infants born prematurely (<1 year), followed closely behind other groups suchas preterm babies (>2 months). additionally studies suggest several factors can contribute together including maternal smoking status/age distribution within households where transmission occurs - particularly if mothers smoke regularly due either direct contact through social distancing measures like hand washing etc.)",0.825727641582489,0.8225002288818359
can we reuse gloves during covid-19?,"the fda generally does not recommend reuse of gloves. the fda recognizes that there may be availability concerns with gloves during the covid-19 public health emergency, but there are strategies to conserve gloves.","yes. the cdc recommends that people wash their hands frequently with soap and water for at least 20 seconds, especially after going to work or when they are in close contact (within about 6 feet) of someone who is sick; if possible use alcohol hand sanitizer before touching a contaminated surface such as doorknobs/handrails priori would recommend using an epa registered disinfectant product instead ""clean your home thoroughly afterward if you have any symptoms suggestiveof coronavirus infection including coughlessness[1). clean high intensity surfaces daily by washing them wellwith household detergent containing 60% ethylened chlorine solutionently diluted 1 gallon bleach per quartiliter [2 ]. this will help prevent viruses from spreading between households through droplets produced via coughing fits which may contain virus on itreserve into our bodies”","yes. the cdc has issued guidance for use of disposable glove and protective equipment in public spaces, including outdoor areas where people are not wearing face coverings or other personal protection measures (eppe). these include indoor pools with a capacity to hold up at least 6 persons; restrooms that have an open area between patrons/staff members who do so as well if they remain seated on their own premises when no one is present); playgrounds containing children under 2 years old which may be used by adults only but must also provide access from outside through ramps provided via handrails suchas benches(if available)and tablespace dividers designed specificallyfor handling hands over long distances without touching surfaces within reach.(updated 8 march 2020): this includes all typesof portable electronic devices like cell phones & tablets – except those manufactured before april 1st 2019",0.8121263384819031,0.8144998550415039
"a co-worker tested positive for covid-19, should i be concerned?","if you have been in close contact with your co-worker: you should self-quarantine away from others for 14 days since the last day you had contact with that person. your employer should contact you with further instructions. it is possible that your local health department will call you to discuss your risk, you can also reach out to your local health department. if you develop symptoms of respiratory illness, and are concerned about your health, please call your healthcare provider.
if you have not been in close contact with your co-worker: you should monitor yourself for symptoms of respiratory illness and remember to practice good social distance, but quarantine is not required. you should follow any instructions from your employer carefully. if you develop any symptoms, you should self-isolate at home and contact a healthcare provider if you are concerned about your health. remember to follow appropriate precautions for cleaning your work area, hand hygiene, and respiratory etiquette.
expanded testing is also available across the state. now, most people are eligible to be tested for covid-19, even if they don’t have symptoms. look for a testing site using the testing site look up tool or call the covid-19 hotline at 888-535-6136 for help finding a site near you. 
tests may be ordered by a doctor, pharmacist or nurse for anyone and for any reason. some testing locations offer screening and testing without a doctor’s order.  
last updated: june 24, 2020","if you have been exposed to someone with confirmed or suspected coronavirus disease (covid) in the last 14 days and are experiencing symptoms consistentwith sars cov 2(the virus that causes 2019 novel strain), please contact your healthcare provider. if possible follow cdc guidance on self isolation of persons who test negative but do not develop any signs/symptoms compatible enough by their medical history as determined under standard precautions during this time period; however it is recommended against using testing unless indicated otherwise through an eua request from fda authorized laboratories certified at clia waived copaysidexternal icon where specimens can still undergo viral shedding after removal into room airtight bags labeled “freewheneverly handled” must remain dry before being sent home until they meet criteria including no more than 10 consecutive hours without refills between tests performed within 72 h prior quarantine periods based upon recommendations made when determining whether such patients may need additional support due directly relatedto illness causedby exposure). see also interim guidelines - infection prevention & control practices guideexternal link disclaimer","the cdc has issued guidance on how to protect yourself and others from exposure. the following information is based upon current scientific evidence regarding possible exposures of people with confirmed or suspected cases in this outbreak (see also section below). it does not necessarily mean that you are at risk; however there may still have been some individuals who were exposed but did so without symptoms as well – even if they had no known illness related coronavirus disease 2019/20(cov) infection during their time working together under quarantine conditions such precautions would prevent them spreading any further virus into your workplace by themselves while caring about other workers’s health care needs including healthcare supplies etc., which can include personal protective equipment like gloves when handling sick patients due respiratory distress caused through contact between someone else's body parts), hand sanitizer after touching infected surfaces where close contacts could cause serious injury because hands might touch contaminated objects then disinfecting those items before use again will help reduce transmission among employees within an employee base area rather than just outside one location alone!",0.8098986148834229,0.8173709511756897
"can bats in united states get the virus that causes covid-19, and can they spread it back to people?","other coronaviruses have been found in north american bats in the past, but there is currently no evidence that the virus that causes covid-19 is present in any free-living wildlife in the united states, including bats. in general, coronaviruses do not cause illness or death in bats, but we don’t yet know if this new coronavirus would make north american species of bats sick. bats are an important part of natural ecosystems, and their populations are already declining in the united states. bat populations could be further threatened by the disease itself or by harm inflicted on bats resulting from a misconception that bats are spreading covid-19. however, there is no evidence that bats in the united states are a source of the virus that causes covid-19 for people. further studies are needed to understand if and how bats could be affected by covid-19.","there is no evidence of animals being infected with sars cov 2 (the coronavirus responsible for causing 2019 novel infections) by a person who has been diagnosed or suspected as having contracted this new strain. however research indicates ferrets are not likely sources but may be an important source if someone gets sick from them during contact between humans at close quarters on farms where many live conditions make handling these foods riskier than eating raw meat possible; moreover studies have shown cats might play significant role among transmitting infection via respiratory droplets produced when one another doesorknobs could transfer infectious material into their nose through coughing/sneezeing while sharing food [e., sneezing).  ""if you think your pet was exposed directly after exposure – suchas kissing camels transporting merscov–2external icon(i), should we take precautions against pets becoming ill again because some owners became unwell following exposures associatedwith imported animal products containing coronaviruses related genetically similarially known outside species like pangolins?.","no. bat populations are not infectious from viruses like sars or mers (see below). however there is evidence of a small number who have been infected with coronavirus but do so without symptoms at this time; therefore we cannot rule out transmission by mosquitoes alone as being responsible for spreading disease through these animals on land surfaces such surface areas where humans live together.""",0.8265690207481384,0.8368201851844788
"i have been feeling ill since friday with sore throat, coughing, temperature and exhaustion. i am worried as i met friends last weekend who had returned from venice.","if you believe you have been in contact with someone who has travelled from a high-affected area, it's important to notify your health authorities and to quarantine yourself for 14 days. while a sore throat isn't a common sign of covid-19, a fever and dry coughing is.","if you are sick or think your symptoms may be related to covid-19 then call the cdc for more information on how long it takes before a positive test is confirmed by testing (or whether there has already passed through).  if possible get tested at an urgent care center/hospital so that all staff members can isolate themselves until they receive their results back in 24 hours after arriving home; however not everyone will need this type of result because some people might develop severe illness while isolating away due complications such being unable work outside school settings during quarantine periods when schools remain closed under state law[1 ]. see also nj department health's guidance document herefor additional details about what tests should we use?""the following summarizes recommendations made available throughout new jersey’s response plan including screening patients suspected cases using molecular diagnostic assays performed within 72 h prior infection statuses [2 ], grouping them into groups based upon clinical presentation criteria – regardless which group was considered high risk -and identifying close contacts exposed via contact tracing efforts among healthcare workers infected but asymptomatic individuals identified without symptom onsetasymptomatic carriersmany hospitals began offering",the covid-19 virus is a respiratory secreted by people in close contact to others (eternal family members) or those living together at home for extended periods of time without symptoms such that they can spread it easily through their own body fluids like blood droplets on surfaces; coughs/shortnessy fits when someone touches them while wearing gloves); shortening breathing due mainly because there are no other known ways around this illness but also an increased risk if you breathe into your nose instead’re inhaling mucus).  it's important not only be aware about these risks before going out so everyone has some control over how much exposure will occur during quarantine period – especially after being exposed yourself first!,0.8228889107704163,0.8299575448036194
what signs should cause people to seek medical attention?,"if you or your child develop a fever or cough, or have trouble breathing, seek medical attention immediately. if you suspect it is covid-19, call the doctor or emergency department before your visit, so the facility can help ensure that you don’t expose anyone else to the virus, if you have it.","if you have a fever, cough or shortness of breath and are concerned about your health (e.g., difficulty breathing), call 911 immediately for emergency warning symptoms such as trouble sleeping; persistent pain in the chest that is right back after being unconscious/shortnessing on one side); bluish lips with red eyes visible from ear loops around ears while wearing an n95 respirator mask when caring at home because it causes confusion among others who may be infected by covid-19","the cdc recommends that patients with covid-19 be tested for symptoms of fever, cough or shortness and then hospitalized. if they develop a confirmed case in their home without showing any underlying health conditions (such as diabetes), there is no need not only quarantine but also isolation from others who may have been exposed during this outbreak; however it's important you stay at least 6 feet away when possible so your family members can get care while staying healthy!  

if someone has developed an illness related by coronavirus disease 2019/20’s virus on surfaces such objects like tableshows where food was prepared before being placed into containers containing contaminated water—for example “the tablecloth tray used inside my kitchen sink after washing dishes) these are likely infectious respiratory viruses because most common viral infections occur within 1–3 days following exposure.""",0.8489264845848083,0.8399434685707092
my teenagers aren’t taking this seriously. any advice?,"coronavirus isn’t just infecting young people. it’s killing young, healthy people as well. 
we’ve reported many stories about young people getting severely sick with or dying from coronavirus.
dimitri mitchell, 18, admits he had a “false sense of security.” but he was later hospitalized with coronavirus and now wants everyone to take it seriously. 
“i just want to make sure everybody knows that no matter what their age is, it can seriously affect them. and it can seriously mess them up, like it messed me up,” the iowa teen said. 
he started feeling sick with just a small cough. “i thought at first it was just a normal cold. and then it started progressively getting worse,” he said. 
“four days in, the really bad symptoms started coming along. i started having really bad outbreaks, like sweating, and my eyes were really watery. i was getting warmer and warmer, and i was super fatigued. … i would start experiencing the worst headaches i’ve ever felt in my life. they were absolutely horrible.”
eventually, the teen had to be hospitalized. his mother said she worried he might “fall asleep and never wake up.” 
mitchell is now recovering, but has suffered from long-term effects. 
“i just hope everybody’s responsible, because it’s nothing to joke about,” he said. “it’s a real problem, and i want everybody to make sure they’re following social distancing guidelines and the group limits. and just listen to all the rules and precautions and stay up to date with the news and make sure they’re informed.”","if you have a medical condition that makes it difficult to breathe, talk with your doctor or stay in touch via video chat (i know we all miss hugging and kissing), then call 911 right away so they can take care of yourself safely during the outbreaklicenses on march 13th until further notice and make sure everyone is safe when visiting them again!""if possible for someone who has serious underlying health conditions such as heart disease/chronic kidney failure—those are more common among young people than older adults; those living alone may also be at higher risk from covid-19 infection because their immune system weakens after being exposed but not fully recovered by vaccineshow long will these symptoms last depends upon where one lives","the cdc has issued guidance for teens and young adults about how to protect themselves from covid-19, including a warning that children should not touch their eyes or mouth while in public places (such as schools) where they are at high risk of exposure due to coronavirus disease 2019 infection with sars 2a1 virus; an additional caution on wearing face coverings when out shopping malls/hotels during peak hours such activities like mass transit travel); social distancing if you have trouble breathing after being sick because your lungs can't handle oxygenated fluids without help by hand but cannot be used safely under normal circumstances – even though it is possible some people may develop pneumonia related respiratory illness associatedwith these conditions",0.7950831651687622,0.7982423901557922
